BPM,SpO2,GSR,Temp,Nível de Estresse
81,91,12.0,37.37,100
93,96,29.49,38.38,93
114,90,24.22,36.46,100
57,96,20.06,37.52,66
92,97,37.79,36.53,50
50,91,40.78,37.54,39
100,98,19.79,37.81,100
73,90,11.98,37.81,100
73,95,43.95,38.04,53
66,90,10.4,38.13,100
54,92,47.48,36.19,10
69,95,35.1,36.86,45
70,92,22.87,37.72,83
107,97,19.86,37.25,100
80,94,10.36,36.48,87
60,91,19.42,37.38,77
101,93,15.51,37.02,100
64,98,34.49,36.98,38
56,93,16.66,38.02,84
77,99,31.15,37.02,52
100,99,33.6,36.07,52
107,97,21.92,36.15,80
54,94,11.4,38.14,90
54,99,11.49,38.4,83
57,90,11.05,37.72,94
113,96,39.56,36.91,72
59,92,22.72,38.35,84
87,99,41.85,37.66,53
57,97,27.27,38.11,62
74,92,28.12,37.91,81
115,90,30.52,36.95,100
99,94,38.52,37.2,71
116,91,20.94,36.47,100
98,93,14.86,36.73,100
85,90,32.24,37.95,88
117,98,23.08,38.23,100
90,95,27.7,37.81,87
111,97,35.88,37.16,78
59,93,29.77,36.22,39
70,98,34.81,36.14,29
85,91,31.77,36.94,72
61,98,39.59,37.16,30
51,94,38.24,37.52,38
62,95,31.37,36.02,32
102,92,37.16,38.47,98
81,93,44.94,36.91,45
65,95,27.29,38.12,72
81,96,26.51,37.34,73
81,90,40.57,36.33,48
60,96,33.3,37.99,55
59,90,12.84,37.77,94
64,94,45.68,37.32,34
66,95,11.23,37.29,85
89,91,39.94,36.22,52
67,99,40.35,37.64,39
104,98,48.12,38.28,69
74,99,12.17,36.23,66
108,95,33.87,36.66,75
71,96,27.11,38.26,77
79,99,23.23,36.71,61
93,97,13.61,37.63,100
81,99,32.51,37.34,58
100,90,29.16,37.49,98
95,97,14.18,37.04,96
70,93,34.5,36.75,49
81,99,39.52,36.12,29
88,97,40.69,37.86,63
61,95,46.21,37.87,37
96,98,26.38,37.68,86
67,93,48.12,37.61,39
70,91,44.62,36.61,36
62,91,21.86,36.06,55
70,94,16.37,38.02,93
57,99,27.42,37.23,44
95,98,26.08,36.77,72
56,92,33.03,36.25,35
72,97,33.34,36.16,35
71,93,40.0,36.87,43
71,95,30.4,38.01,71
78,99,14.19,38.3,97
62,95,44.33,38.24,46
51,92,22.39,38.3,77
78,94,48.85,38.27,55
101,92,14.71,37.32,100
76,90,48.33,36.55,36
99,96,13.64,38.0,100
72,93,19.24,36.53,70
93,96,11.86,36.67,94
71,92,38.2,36.58,44
92,94,44.01,37.29,58
86,94,27.36,36.8,71
110,91,47.14,36.39,61
105,99,33.61,37.13,72
52,91,35.2,38.18,59
112,93,43.82,37.43,79
68,93,21.87,38.2,88
72,93,24.17,36.49,62
78,95,46.24,36.42,29
79,91,46.04,37.44,53
88,95,49.06,37.16,44
74,96,46.07,37.65,42
57,99,15.09,37.99,74
107,92,42.95,37.88,85
65,97,26.39,38.36,73
50,91,49.63,37.0,18
54,97,28.89,36.52,33
52,94,32.15,37.38,46
114,91,31.19,36.28,86
53,96,22.87,36.72,46
113,91,13.0,36.52,100
59,95,45.83,36.99,23
70,99,42.11,36.28,19
95,92,15.58,36.08,89
76,98,41.07,37.64,47
115,92,35.03,37.53,98
90,92,26.37,37.77,95
62,94,20.16,37.65,76
58,96,44.39,36.29,12
85,97,38.01,36.73,47
107,96,31.91,36.32,70
103,98,34.38,38.11,86
61,94,13.64,37.87,88
63,99,28.96,36.5,36
83,92,17.75,36.85,88
102,95,18.34,38.42,100
69,94,36.45,37.49,54
65,93,46.45,38.0,46
119,91,26.15,36.66,100
105,96,18.31,36.53,92
107,94,35.95,37.96,93
53,93,44.85,37.71,34
53,97,39.93,37.7,34
69,98,44.75,37.38,32
59,98,31.46,37.41,45
73,92,40.08,37.84,61
75,92,15.6,36.68,82
86,94,23.93,36.88,78
103,94,25.58,38.18,100
70,99,30.45,36.77,43
87,91,47.16,37.37,57
95,90,44.97,37.76,74
53,97,15.38,38.5,82
109,92,16.91,37.09,100
106,90,24.31,37.07,100
94,90,21.63,38.11,100
69,91,34.59,38.01,71
66,95,46.11,37.83,41
53,95,48.49,37.16,17
63,92,36.14,36.81,44
52,93,43.53,37.52,33
107,91,31.01,38.19,100
104,91,18.33,38.21,100
53,96,30.99,36.27,27
73,90,32.2,37.07,66
83,96,39.7,37.16,52
79,90,18.8,38.44,100
68,95,24.73,37.69,72
80,92,24.56,37.02,78
109,97,48.38,36.07,41
109,95,27.76,37.41,96
68,91,40.2,36.24,35
98,97,40.03,38.09,75
112,94,20.62,37.88,100
71,97,32.87,37.15,50
73,97,45.77,37.07,31
79,95,29.01,38.24,83
107,91,47.8,36.72,62
80,97,18.58,36.62,71
113,95,12.97,38.35,100
68,95,45.66,38.02,46
97,97,43.91,38.05,68
94,90,49.7,36.49,47
104,91,37.18,36.36,70
104,98,47.47,36.07,36
67,97,43.08,36.59,23
112,96,43.78,37.94,80
96,96,32.77,36.6,64
106,94,25.29,37.82,100
94,91,47.38,36.63,51
82,95,27.28,36.99,69
66,99,31.55,38.46,64
119,92,27.84,36.61,98
53,93,32.59,36.94,41
69,99,28.82,36.75,45
96,91,11.92,36.27,100
64,91,45.28,37.22,39
119,97,27.78,36.95,93
96,97,33.56,37.74,78
58,99,15.57,38.04,75
65,95,10.14,37.36,87
118,94,19.81,36.08,97
110,97,38.18,37.55,79
59,93,13.97,36.14,62
99,93,46.36,37.54,66
52,94,18.6,37.71,71
119,90,18.18,36.49,100
100,90,17.26,38.05,100
68,91,10.56,38.28,100
91,97,40.87,38.03,67
84,96,45.0,36.76,39
95,99,34.57,37.47,68
75,98,17.53,38.29,92
118,94,21.41,36.8,100
113,91,29.04,38.05,100
86,96,48.17,36.02,24
98,97,19.89,36.01,74
70,96,39.27,37.9,53
113,96,27.58,37.9,100
54,94,21.91,37.97,71
119,91,28.24,38.33,100
53,95,12.85,36.29,57
88,93,41.95,36.58,50
84,99,19.73,38.26,93
50,91,39.02,36.44,26
73,98,12.73,37.71,88
106,96,48.2,37.33,60
119,95,17.72,36.21,100
90,94,45.31,36.71,46
103,92,42.38,37.3,74
95,99,48.71,38.13,56
109,99,29.12,37.77,92
109,93,39.1,37.55,85
106,92,24.83,37.24,100
80,97,17.37,36.75,75
73,92,27.72,36.3,57
85,96,16.63,37.02,86
79,96,49.28,36.07,18
73,96,13.85,36.53,73
79,96,33.57,37.08,57
56,91,35.06,37.05,45
84,99,31.52,36.11,43
104,92,36.49,37.47,86
63,99,14.65,37.37,71
59,98,32.2,36.2,25
65,92,21.49,38.36,91
103,91,47.61,36.25,52
119,98,40.48,38.14,90
93,99,48.9,36.0,23
94,98,11.5,38.21,100
105,93,21.41,36.05,86
106,98,17.82,37.89,100
70,92,10.45,36.9,89
117,96,19.69,37.85,100
99,96,37.15,37.0,66
82,97,19.24,36.18,65
56,99,30.36,37.92,50
119,93,45.51,36.18,63
64,92,37.75,38.31,65
81,92,25.79,36.13,64
69,94,24.9,37.2,67
64,90,28.23,37.81,75
97,99,17.08,36.98,88
70,92,35.36,36.54,47
91,95,24.57,37.9,94
75,92,44.09,37.96,59
63,94,40.26,38.31,56
106,98,34.42,36.94,71
86,91,24.57,37.27,88
107,91,18.4,36.91,100
70,95,41.05,36.64,34
118,95,29.46,37.88,100
52,97,18.99,36.85,51
86,91,17.81,37.07,96
98,98,16.62,37.01,92
68,91,41.09,37.78,57
61,90,19.16,38.29,94
110,99,31.07,37.67,88
90,91,28.06,37.18,85
82,96,33.18,37.95,73
99,97,45.09,37.6,61
117,94,44.71,36.15,60
82,95,28.04,36.24,57
73,90,10.61,36.09,83
110,95,27.06,37.14,94
110,97,34.25,38.06,93
77,92,32.31,36.78,60
107,90,36.05,36.96,85
92,93,16.16,38.27,100
90,90,35.86,38.09,89
88,97,17.31,37.66,95
98,94,40.02,36.67,60
66,90,23.56,36.29,61
119,97,38.4,36.04,64
119,98,11.91,36.27,100
114,99,26.31,36.73,84
54,91,38.2,37.38,44
51,98,19.07,36.16,38
71,97,41.81,36.34,25
106,96,35.23,36.45,66
115,92,33.5,37.58,100
65,91,24.14,37.54,76
100,96,29.3,37.38,84
88,94,33.89,36.63,60
89,95,28.9,36.93,71
87,93,37.93,36.24,50
109,91,27.35,36.57,92
108,98,18.09,38.24,100
59,92,18.56,38.45,92
113,96,10.23,37.62,100
112,97,22.04,38.29,100
98,91,39.96,37.61,80
113,95,41.77,36.08,58
81,97,18.1,38.49,100
56,96,48.36,36.25,3
70,92,30.1,37.71,72
69,90,46.68,36.63,34
75,95,38.27,36.98,47
117,97,38.9,37.61,85
64,95,13.4,37.09,77
63,94,18.8,36.63,63
76,97,10.35,36.84,83
89,91,38.65,36.85,64
107,90,23.78,38.4,100
77,90,41.47,38.0,69
75,93,23.56,37.15,75
112,95,42.77,36.5,62
115,98,15.23,38.03,100
74,90,16.93,36.39,79
52,90,23.64,36.53,54
93,94,26.34,36.92,80
91,99,23.95,38.2,91
55,94,40.55,36.33,20
88,94,13.88,36.31,86
101,99,24.05,37.23,85
72,95,43.49,36.69,32
99,97,12.67,37.42,100
92,92,47.69,37.13,54
68,98,49.45,37.09,20
118,90,13.54,36.28,100
100,93,21.65,36.35,86
60,98,24.9,38.05,65
61,97,41.06,38.21,46
57,99,33.84,36.59,25
73,98,35.77,36.28,32
90,90,40.3,36.13,53
85,98,14.72,37.52,92
104,92,43.33,37.79,81
58,99,38.22,36.93,25
96,98,33.09,37.7,76
64,90,45.59,37.78,49
97,90,38.01,38.34,95
91,98,18.07,36.16,72
109,95,27.19,36.48,83
119,93,29.76,36.17,87
61,96,12.21,38.17,91
51,94,48.19,37.98,30
56,99,15.14,37.44,65
52,96,37.9,36.21,15
52,97,30.25,36.68,32
76,97,11.03,36.74,81
89,90,46.99,37.4,61
82,97,44.07,36.65,35
50,95,30.97,36.18,26
57,93,19.16,37.83,78
81,97,14.86,36.75,79
97,92,24.54,37.13,93
53,93,20.22,36.32,50
119,95,30.27,38.01,100
68,96,48.66,37.41,30
81,93,33.0,38.25,83
58,93,45.6,37.24,30
61,96,36.04,38.35,58
60,95,29.01,38.23,67
95,97,44.18,37.44,57
65,90,28.85,38.33,83
50,99,44.75,36.81,6
112,96,21.66,36.91,98
70,96,15.15,36.11,62
79,96,44.21,37.47,46
62,96,33.5,37.8,54
83,99,45.56,37.93,49
53,99,47.51,36.37,0
77,97,12.15,37.11,86
108,98,30.04,36.44,71
76,98,25.0,37.66,72
118,91,35.03,36.39,85
74,96,41.74,38.26,58
52,96,21.22,36.58,46
117,93,32.27,36.73,90
74,98,38.35,38.13,57
69,97,15.38,37.15,75
83,90,42.56,36.06,43
75,91,34.24,37.24,65
54,91,47.98,36.21,12
110,97,23.58,38.46,100
58,90,14.33,37.47,86
99,93,30.26,36.64,77
55,99,13.43,37.41,66
109,94,48.78,36.19,48
93,98,11.55,38.0,100
60,96,40.14,38.31,50
115,97,31.0,38.19,100
96,98,24.74,36.85,76
52,96,12.63,36.81,62
79,94,34.89,36.09,44
70,94,33.41,37.63,62
77,99,21.24,37.34,71
111,95,46.41,37.15,66
82,94,22.16,38.27,98
84,98,27.99,36.42,55
101,92,31.75,36.02,69
83,92,14.01,36.18,84
90,96,47.29,36.56,37
100,96,24.98,36.08,71
96,95,13.23,37.26,100
107,92,25.49,36.79,95
106,96,34.01,36.45,68
72,94,30.55,37.88,71
97,96,37.78,36.51,56
71,91,12.22,37.72,100
66,95,21.38,36.87,63
118,97,42.77,37.28,75
60,90,13.2,38.33,100
64,93,44.22,36.09,20
84,90,13.68,37.25,100
82,90,43.38,38.14,72
65,99,24.43,37.47,59
83,97,34.49,36.69,51
115,96,16.12,36.99,100
89,99,12.65,37.7,99
77,90,18.64,38.23,100
96,91,15.11,36.1,93
88,93,22.5,36.18,73
119,90,30.58,36.81,100
69,92,33.55,36.58,49
50,97,41.59,36.66,13
112,97,36.25,36.55,69
116,97,34.35,36.49,74
53,95,26.47,36.33,37
107,95,28.95,38.33,100
74,94,26.58,36.36,56
96,98,43.69,36.51,42
87,93,19.2,36.62,84
64,99,10.23,38.33,92
112,96,36.05,37.89,91
70,90,18.1,37.97,98
106,98,45.6,36.26,44
102,96,44.36,38.09,74
95,99,13.07,37.02,93
63,98,14.26,36.66,62
66,96,29.81,37.44,57
88,91,34.37,38.06,87
58,95,21.0,37.95,74
55,99,38.67,38.22,41
72,93,33.8,38.32,75
108,92,22.99,36.6,96
95,91,11.01,37.06,100
87,95,40.01,36.04,40
63,97,18.59,38.2,81
111,95,43.38,36.39,59
84,98,26.81,38.15,83
68,94,33.08,36.82,49
79,91,44.92,36.92,47
74,97,44.54,36.1,19
89,98,24.86,36.82,70
63,99,18.36,38.22,78
75,93,41.01,36.06,33
71,95,27.32,37.02,61
97,99,17.68,36.08,74
100,97,46.18,36.93,50
52,98,17.92,36.43,45
91,94,11.03,36.63,97
68,95,10.81,38.19,100
77,93,34.89,37.09,59
94,94,36.47,36.68,62
112,96,22.44,37.47,100
68,98,22.8,36.36,49
96,99,23.58,36.65,73
63,95,37.21,37.37,45
87,95,12.33,36.59,90
102,97,47.16,37.7,62
110,93,18.9,37.23,100
85,92,49.99,37.93,57
89,96,16.86,38.37,100
79,94,40.86,36.29,38
58,91,18.94,36.84,68
113,91,13.23,36.8,100
82,95,45.0,36.38,33
101,97,44.35,38.03,70
63,90,26.14,37.9,79
102,95,38.1,37.21,72
108,91,32.28,37.34,96
90,91,44.12,36.15,46
117,96,22.6,37.39,100
117,99,30.95,37.98,98
57,90,29.41,37.43,62
51,95,24.16,36.66,44
90,96,45.66,37.67,56
104,97,16.64,36.9,97
65,96,15.98,37.36,76
111,95,33.08,37.22,87
97,98,36.3,36.95,61
79,92,17.78,37.8,99
61,95,25.63,38.21,73
84,93,47.86,36.01,29
60,91,19.86,38.33,91
113,90,36.73,37.28,94
99,90,39.61,37.75,86
70,99,27.93,38.14,68
118,92,47.5,37.17,76
97,93,39.47,38.09,83
69,91,28.32,36.44,57
116,90,32.77,36.4,89
93,93,37.7,37.64,76
82,96,33.69,38.18,75
110,99,45.15,38.23,75
58,95,24.28,37.61,64
117,95,22.0,37.31,100
84,98,18.55,36.83,75
114,91,11.51,38.45,100
57,93,11.72,36.8,74
94,94,44.8,37.86,67
96,90,37.14,37.33,81
89,97,36.42,37.52,65
103,97,34.59,36.98,71
95,95,43.97,38.41,76
96,94,29.21,37.43,86
64,97,44.82,38.34,45
68,92,24.38,36.02,54
75,92,47.07,37.43,46
101,91,37.95,37.79,88
71,94,20.29,37.86,86
70,92,32.56,38.26,77
100,92,31.32,36.01,69
87,95,15.52,36.0,76
69,97,33.65,37.18,48
78,91,22.59,36.07,67
100,93,12.09,38.44,100
53,96,47.95,36.56,6
104,90,35.66,37.18,87
77,90,45.08,36.15,36
53,99,37.04,37.31,28
71,96,24.28,36.95,62
94,96,30.51,36.11,59
116,90,37.03,36.84,89
115,90,48.41,36.98,74
83,93,20.15,38.47,100
104,94,45.0,36.52,55
50,94,46.96,37.36,21
87,93,36.82,38.47,85
55,97,47.25,37.98,28
74,96,25.92,38.48,85
66,98,48.12,38.42,40
110,96,38.11,37.22,77
61,99,11.68,37.74,79
55,90,46.27,36.28,18
76,96,29.38,37.1,61
57,90,28.41,38.02,73
114,96,32.66,37.26,89
106,99,15.98,37.76,100
89,97,28.77,37.86,82
63,98,43.25,36.63,19
84,92,10.62,38.19,100
97,93,20.92,37.15,97
105,93,10.1,36.53,100
98,98,26.63,38.16,94
62,96,39.13,37.04,34
110,92,41.95,37.88,89
98,99,47.81,37.37,49
95,94,34.34,36.95,70
111,96,20.19,38.02,100
57,97,46.97,37.46,23
92,90,41.01,36.98,66
69,91,32.98,36.27,47
88,96,37.83,38.24,75
98,91,46.97,36.09,47
113,96,38.5,38.16,93
111,98,24.73,36.9,89
103,91,38.52,37.6,86
58,96,11.61,38.31,91
86,93,25.46,36.38,70
98,91,26.25,37.42,98
90,96,16.67,37.91,100
66,94,10.92,37.89,96
70,90,15.34,37.31,92
100,94,36.18,37.56,81
108,92,42.09,37.89,87
88,96,49.53,38.1,55
104,95,23.85,37.9,100
90,97,33.98,36.89,60
88,94,47.49,38.49,68
62,91,16.68,37.09,78
113,98,38.71,36.06,57
60,97,40.2,36.91,27
68,95,13.56,36.32,68
60,99,44.45,36.3,7
95,96,42.52,36.7,50
94,98,11.34,36.13,84
50,96,13.64,37.72,73
89,92,11.97,36.18,92
68,95,23.39,36.51,56
110,96,30.37,36.23,73
61,91,31.29,36.16,42
110,92,20.71,36.67,100
82,93,46.46,37.43,51
94,99,24.73,38.41,96
118,95,11.82,38.19,100
57,90,22.01,38.19,85
74,98,31.24,36.44,42
95,94,26.33,36.66,78
79,96,20.95,36.19,62
96,98,15.25,37.95,100
98,98,42.77,36.17,40
96,90,49.85,37.39,62
67,90,23.18,36.62,68
115,92,25.26,36.61,99
117,95,34.72,38.48,100
82,91,38.74,37.89,73
85,99,25.68,38.09,82
68,90,46.2,37.43,46
77,90,32.4,38.18,85
89,94,28.02,37.61,85
64,93,35.87,38.37,66
90,90,48.11,36.7,50
88,93,41.78,37.49,64
51,92,11.6,37.73,85
112,91,23.29,36.98,100
78,98,28.82,38.2,76
115,90,22.58,38.45,100
100,96,38.01,37.23,69
59,93,43.05,36.98,31
63,94,39.25,37.18,41
100,99,49.57,38.13,59
88,94,20.9,37.61,95
77,90,45.0,36.11,35
52,95,40.66,37.36,30
119,98,24.49,36.04,83
76,91,39.36,37.95,68
51,96,14.16,36.82,59
87,95,41.57,37.18,54
52,94,31.29,38.0,56
65,93,21.69,36.12,55
89,93,36.23,36.4,56
51,95,35.66,36.99,32
90,93,18.38,36.57,87
61,94,11.22,36.84,76
84,95,27.34,38.5,93
114,94,32.78,38.06,100
104,96,45.06,38.21,76
94,98,47.13,38.34,63
111,99,31.15,36.85,76
98,96,40.15,36.74,57
74,96,27.57,36.59,54
72,93,39.84,38.08,62
73,90,18.19,37.7,96
87,97,24.84,36.59,67
77,93,35.37,36.94,56
70,90,10.73,37.27,98
103,94,38.9,37.32,75
67,97,43.42,38.22,47
85,93,25.97,36.95,77
94,97,27.92,38.27,93
102,97,44.05,37.1,58
79,92,41.03,37.87,65
109,98,21.53,38.33,100
81,92,22.96,38.27,100
116,90,37.16,36.14,79
116,91,32.53,36.51,89
77,95,16.49,37.19,84
93,99,22.4,37.08,78
90,91,46.0,37.6,65
112,95,37.53,38.36,98
72,90,49.44,36.28,27
97,90,40.68,37.13,73
81,94,47.68,36.48,32
106,99,18.65,38.24,100
82,98,40.86,38.41,64
73,97,10.81,37.2,86
88,92,36.83,36.26,55
83,92,28.77,37.96,88
105,90,23.87,37.74,100
77,92,44.5,36.89,44
86,90,44.17,38.22,75
56,97,10.89,38.44,91
117,90,34.38,37.39,100
86,94,24.71,37.41,84
105,98,26.63,36.74,79
114,96,43.28,37.46,76
114,93,22.39,37.1,100
96,98,47.72,36.76,40
69,98,17.19,36.17,55
68,91,36.51,36.63,47
78,99,36.88,36.49,36
109,99,20.09,37.36,99
67,95,22.99,37.5,71
84,93,43.39,37.52,58
92,97,40.47,36.97,53
60,96,23.16,37.05,57
98,96,31.36,38.09,90
87,99,12.47,37.19,90
113,98,18.35,38.47,100
118,94,29.43,37.1,98
57,95,13.44,37.62,79
83,90,43.73,36.13,42
97,95,38.72,37.63,74
105,91,47.75,38.13,82
114,95,37.74,38.36,99
80,98,47.62,38.49,53
53,97,32.18,36.71,30
99,98,34.01,37.44,73
118,99,49.08,37.13,59
79,97,35.69,37.41,56
108,92,11.23,36.39,100
116,97,38.95,38.14,92
94,95,46.22,38.27,69
53,95,41.82,37.12,26
75,95,33.35,36.7,50
76,92,36.85,36.35,46
95,99,49.61,37.71,49
113,90,13.63,36.78,100
100,93,36.69,38.27,93
99,99,21.34,37.68,94
55,95,35.6,37.61,44
108,99,34.3,37.4,77
64,91,16.14,36.11,66
79,96,18.27,38.33,98
91,96,34.87,37.57,72
86,93,15.13,38.49,100
91,93,20.61,37.34,96
84,90,43.41,37.78,68
55,91,23.08,36.14,49
117,98,29.52,37.58,97
67,99,47.65,37.91,32
78,97,19.09,37.95,88
108,97,25.59,37.93,100
96,98,34.26,36.57,57
66,96,40.21,38.44,57
71,98,46.07,38.49,49
117,99,46.62,36.19,48
118,91,41.07,38.34,100
86,95,19.13,36.72,80
98,92,10.99,37.72,100
62,95,25.35,36.85,54
83,92,15.66,38.42,100
102,97,38.42,36.25,53
100,93,36.45,37.24,77
52,99,11.76,37.07,62
91,95,43.46,36.82,49
81,98,19.95,37.61,83
100,91,27.29,36.33,81
95,91,36.72,37.79,85
70,96,27.18,38.45,80
93,91,27.65,38.01,100
60,91,12.63,38.15,99
117,93,26.06,36.9,100
50,98,40.59,36.81,15
112,97,46.61,37.29,65
73,91,26.54,36.11,58
62,97,26.94,38.36,70
60,93,38.11,36.36,30
100,91,47.71,38.26,80
66,99,20.68,36.21,46
73,96,27.61,38.06,75
68,95,41.84,36.38,27
86,99,34.39,36.1,40
57,94,14.42,37.8,82
77,90,35.11,36.7,59
54,91,17.47,37.79,81
66,97,30.41,37.39,54
85,90,31.16,36.27,65
68,92,45.05,38.33,57
113,91,28.5,37.13,100
60,94,21.18,37.84,75
103,93,19.24,37.25,100
94,96,44.97,37.51,58
96,94,16.84,36.76,94
61,97,27.03,36.5,41
70,93,17.49,37.36,84
60,95,40.93,37.1,33
54,93,28.97,36.98,48
105,91,24.05,37.68,100
69,90,24.44,37.73,84
90,90,44.09,36.11,47
95,97,32.15,36.85,66
61,93,38.71,37.03,40
119,94,45.88,36.24,62
66,97,46.07,36.59,18
68,96,23.14,36.13,49
75,97,48.1,38.49,51
97,97,11.0,37.84,100
101,95,25.07,36.22,76
119,99,45.83,36.05,49
104,91,20.99,37.8,100
82,95,20.92,37.1,80
111,90,22.1,37.97,100
72,90,34.49,38.31,80
64,92,27.53,37.5,68
76,92,39.07,36.47,45
113,94,45.8,37.96,83
100,90,36.97,38.39,100
102,99,18.18,37.45,98
100,95,47.31,37.7,64
96,96,20.58,36.84,86
53,99,16.0,36.95,54
56,92,13.6,37.84,87
84,93,32.54,38.32,87
97,99,14.55,37.57,100
94,99,15.55,37.97,100
68,99,22.0,36.43,49
112,99,21.27,36.53,87
87,99,34.17,37.33,60
116,92,42.67,36.44,71
108,90,40.45,37.59,89
118,97,20.5,36.73,100
62,99,19.81,37.98,71
96,99,48.63,38.02,56
110,91,10.33,37.16,100
80,90,45.19,36.45,42
71,97,17.99,37.62,80
92,96,47.89,38.48,66
116,96,23.69,37.56,100
103,93,27.61,36.09,76
59,98,38.28,36.04,14
91,95,33.51,36.8,64
113,91,22.72,36.49,100
70,90,32.15,38.03,78
115,90,39.23,38.11,100
90,98,11.69,36.65,88
73,93,10.45,36.81,88
84,94,28.32,36.59,65
105,92,15.27,38.27,100
79,93,36.57,37.26,61
106,97,18.56,37.64,100
96,93,27.31,37.04,85
84,98,17.91,37.58,88
68,98,31.94,36.96,44
57,95,14.64,36.85,66
75,91,10.92,37.59,100
79,99,12.05,37.48,89
56,96,48.17,36.73,11
116,98,15.69,36.37,98
114,95,38.34,36.92,77
85,92,12.72,37.04,100
74,96,14.33,37.57,89
86,94,30.36,38.29,89
50,90,28.59,36.09,38
64,92,48.06,36.61,24
86,94,47.79,36.48,36
62,96,41.18,37.26,34
57,92,34.08,37.07,46
54,95,28.2,37.82,58
109,94,24.25,36.61,91
50,90,47.88,37.49,30
85,99,34.12,38.21,71
84,95,33.16,38.28,81
115,97,19.28,38.4,100
112,90,11.87,37.93,100
72,91,47.81,38.26,57
58,93,22.55,36.59,55
83,91,27.7,36.49,70
95,98,14.59,36.02,78
53,99,43.48,37.77,25
79,97,11.11,38.34,100
52,97,43.36,36.47,9
63,93,15.61,37.59,84
109,94,45.46,37.87,78
94,93,39.19,38.32,85
83,98,16.59,37.62,89
94,91,32.63,38.43,100
110,97,22.51,36.86,93
65,91,17.13,36.87,77
115,90,44.37,37.36,85
89,99,26.14,36.96,68
66,92,25.94,36.0,49
83,98,16.8,37.83,92
65,92,25.32,37.88,78
109,98,44.86,37.87,71
115,96,24.53,36.86,96
115,99,48.06,37.31,61
62,90,47.85,36.9,31
105,99,15.8,36.04,82
80,94,17.09,37.41,91
83,98,44.51,36.31,28
88,92,25.71,36.2,70
116,98,10.17,37.89,100
57,94,20.95,36.02,46
104,98,33.91,38.4,92
76,99,41.97,37.29,39
102,95,15.34,38.46,100
88,98,14.42,36.14,74
114,96,46.88,37.46,70
66,96,40.05,36.87,33
79,97,33.59,38.11,70
102,96,40.77,36.9,61
62,98,27.15,36.65,42
70,98,40.34,38.14,51
68,95,24.87,36.94,61
102,96,19.76,36.04,80
68,91,39.16,36.98,48
106,98,26.79,37.64,93
74,90,49.26,36.64,34
80,90,23.98,37.08,84
104,92,46.87,36.14,51
72,95,47.32,37.47,38
81,94,19.67,37.89,95
111,91,41.93,37.03,79
59,98,27.32,37.05,45
103,99,46.7,36.22,37
101,93,28.0,36.5,80
69,93,39.77,36.39,35
81,94,28.68,37.2,71
63,97,19.11,37.32,67
99,99,17.97,38.37,100
77,93,27.02,36.18,57
102,94,40.22,37.5,75
73,93,34.2,37.32,60
71,95,37.55,37.29,49
79,92,21.29,38.18,100
112,97,29.26,36.51,79
53,95,11.78,36.1,56
108,99,42.7,37.68,69
57,94,49.6,36.86,16
61,91,26.28,36.04,48
80,99,10.44,36.63,79
83,99,16.79,36.77,74
98,96,36.1,37.54,75
106,91,34.48,36.43,77
75,90,41.51,37.03,53
67,96,20.16,37.21,69
87,94,40.55,37.15,58
99,90,37.52,38.43,99
57,93,22.91,36.11,46
90,93,31.82,38.38,93
55,99,15.89,37.45,63
118,96,28.1,37.99,100
93,98,45.25,37.08,46
113,91,26.85,37.13,100
78,90,43.58,38.2,70
77,91,33.61,38.24,82
60,96,17.68,36.6,58
114,99,33.24,36.5,70
68,95,30.24,37.24,57
58,93,25.95,38.25,75
76,90,14.79,36.81,90
83,90,26.67,37.63,90
93,94,12.91,37.77,100
117,90,13.95,37.95,100
64,96,26.64,37.41,60
100,90,22.22,37.01,100
62,90,47.02,38.42,55
98,91,25.03,37.53,100
119,99,40.31,37.82,84
105,92,31.21,36.86,86
100,90,38.16,37.67,87
86,98,20.4,36.64,71
66,99,47.68,36.61,12
107,97,31.2,37.79,91
78,94,43.25,37.3,49
82,91,24.6,37.71,92
109,94,14.01,36.67,100
104,95,36.95,37.5,80
59,90,10.31,37.11,88
96,93,29.01,37.49,89
72,98,17.71,36.73,65
70,91,35.1,37.79,68
62,94,49.18,38.01,38
82,90,28.58,36.65,72
73,93,42.7,36.75,39
60,93,30.31,37.65,61
66,95,29.83,37.74,64
117,99,47.22,37.76,71
96,98,45.6,37.71,58
74,92,41.43,36.98,47
70,98,21.85,36.99,62
61,95,31.8,36.64,40
86,96,18.96,36.39,74
91,99,27.76,37.73,79
66,91,29.37,36.23,50
97,99,43.27,38.34,69
77,95,45.84,38.07,53
90,95,26.58,38.14,94
96,91,10.71,38.27,100
67,91,44.47,37.02,40
62,91,16.97,38.12,93
62,99,34.88,36.4,25
80,90,11.0,36.05,88
51,94,25.98,37.96,63
65,97,49.44,36.19,6
58,91,14.03,38.47,100
87,94,26.95,37.69,86
103,97,22.29,37.88,100
105,99,46.2,36.61,45
94,94,44.77,37.68,65
83,91,19.51,36.11,76
58,92,13.25,38.09,93
57,95,35.09,36.42,29
56,94,23.45,37.74,67
85,93,36.88,36.56,55
67,93,11.28,36.17,73
52,94,15.34,37.2,68
77,91,37.45,36.42,49
119,98,18.49,37.82,100
93,91,44.3,36.59,54
70,99,12.34,36.86,72
77,91,18.62,37.42,92
103,99,49.94,36.71,40
103,98,27.32,36.94,79
114,92,38.12,38.04,100
